"vulnerability_rank","IGZ","CPP","Indicator","BaseYear","Change","ChangeAv","InterZone_Name","group","label","CommunityValue_BaseYear","CommunityValue_RecentYear","CPPAverage_BaseYear","CPPAverage_RecentYear"
5,"S02002442","Stirling","Depopulation","2012/13",-2.13,3.24,"Fallin","Depopulation Fallin"," ","100","102.13",100,96.76
5,"S02002442","Stirling","Early Mortality","2012/13",-33,3,"Fallin","Early Mortality Fallin"," ","588","780.85",418,405
5,"S02002442","Stirling","Emergency Admissions","2012/13",2,-5,"Fallin","Emergency Admissions Fallin"," ","28450.7","27801.89",22971,24197
5,"S02002442","Stirling","Out of Work Benefits","2013/14",-8.81,-15.99,"Fallin","Out of Work Benefits Fallin"," ","17.82","19.39",10.36,12.02
5,"S02002442","Stirling","Participation Rate","2016/17",3.69,2.76,"Fallin","Participation Rate Fallin"," ","87.5","90.73",91.01,93.52
5,"S02002467","West Dunbartonshire","Attainment","2013/14",3.04,-2.19,"Dalmuir","Attainment Dalmuir"," ","5.26","5.42",5.43,5.32
5,"S02002467","West Dunbartonshire","Child Poverty","2014/15",10.89,3.28,"Dalmuir","Child Poverty Dalmuir"," ","21.67","19.31",18.37,17.77
5,"S02002467","West Dunbartonshire","Crime Rate","2012/13",68,52,"Dalmuir","Crime Rate Dalmuir"," ","2741.66","887.01",2358,1129
5,"S02002467","West Dunbartonshire","Depopulation","2012/13",-1.51,-2.61,"Dalmuir","Depopulation Dalmuir"," ","100","101.51",100,102.61
5,"S02002467","West Dunbartonshire","Early Mortality","2012/13",9,9,"Dalmuir","Early Mortality Dalmuir"," ","742","674.28",598,544
5,"S02002467","West Dunbartonshire","Emergency Admissions","2012/13",22,7,"Dalmuir","Emergency Admissions Dalmuir"," ","38703.53","30103.79",29715,27575
5,"S02002467","West Dunbartonshire","Out of Work Benefits","2013/14",-9.82,-20.16,"Dalmuir","Out of Work Benefits Dalmuir"," ","25.04","27.5",17.74,21.32
5,"S02002467","West Dunbartonshire","Participation Rate","2016/17",1.93,2.58,"Dalmuir","Participation Rate Dalmuir"," ","88.11","89.81",88.64,90.93
5,"S02002501","West Lothian","Attainment","2013/14",4.56,0.15,"Armadale South","Attainment Armadale South"," ","5.26","5.5",5.5,5.51
5,"S02002501","West Lothian","Child Poverty","2014/15",4.66,-9.89,"Armadale South","Child Poverty Armadale South"," ","18.44","17.58",14.99,16.47
5,"S02002501","West Lothian","Crime Rate","2012/13",-23,-11,"Armadale South","Crime Rate Armadale South"," ","939.56","1154.68",1071,1190
5,"S02002501","West Lothian","Depopulation","2012/13",-5.19,3.33,"Armadale South","Depopulation Armadale South"," ","100","105.19",100,96.67
5,"S02002501","West Lothian","Early Mortality","2012/13",28,9,"Armadale South","Early Mortality Armadale South"," ","530","379.03",477,435
5,"S02002501","West Lothian","Emergency Admissions","2012/13",-5,1,"Armadale South","Emergency Admissions Armadale South"," ","28325.51","29673.71",26444,26157
5,"S02002501","West Lothian","Out of Work Benefits","2013/14",-32.12,-26.47,"Armadale South","Out of Work Benefits Armadale South"," ","12.86","16.99",12.16,15.38
5,"S02002501","West Lothian","Participation Rate","2016/17",9.18,4.09,"Armadale South","Participation Rate Armadale South"," ","86.28","94.2",89.74,93.41
6,NA,"Aberdeen City","Attainment","2013/14",NA,NA,"Aberdeen City","Attainment  "," ","4.41","4.55",5.36,5.45
6,NA,"Aberdeen City","Child Poverty","2014/15",NA,NA,"Aberdeen City","Child Poverty  "," ","16.33","18.96",10.52,12.92
6,NA,"Aberdeen City","Crime Rate","2012/13",NA,NA,"Aberdeen City","Crime Rate  "," ","2138.55","1514.32",1739,1364
6,NA,"Aberdeen City","Depopulation","2012/13",NA,NA,"Aberdeen City","Depopulation  "," ","100","108.55",100,99.42
6,NA,"Aberdeen City","Early Mortality","2012/13",NA,NA,"Aberdeen City","Early Mortality  "," ","492","586.36",497,444
6,NA,"Aberdeen City","Emergency Admissions","2012/13",NA,NA,"Aberdeen City","Emergency Admissions  "," ","25038.17","29947.84",26118,22899
6,NA,"Aberdeen City","Out of Work Benefits","2013/14",NA,NA,"Aberdeen City","Out of Work Benefits  "," ","15.17","21.71",7.62,11.85
6,NA,"Aberdeen City","Participation Rate","2016/17",NA,NA,"Aberdeen City","Participation Rate  "," ","83","81.23",87.9,90.05
6,NA,"Aberdeenshire","Attainment","2013/14",NA,NA,"Aberdeenshire","Attainment  "," ","4.91","5.22",5.44,5.51
6,NA,"Aberdeenshire","Child Poverty","2014/15",NA,NA,"Aberdeenshire","Child Poverty  "," ","16.83","22.05",8.91,10.22
6,NA,"Aberdeenshire","Crime Rate","2012/13",NA,NA,"Aberdeenshire","Crime Rate  "," ","1907.79","1845.43",822,780
6,NA,"Aberdeenshire","Depopulation","2012/13",NA,NA,"Aberdeenshire","Depopulation  "," ","100","109.91",100,99.2
6,NA,"Aberdeenshire","Early Mortality","2012/13",NA,NA,"Aberdeenshire","Early Mortality  "," ","503","472.91",373,352
6,NA,"Aberdeenshire","Emergency Admissions","2012/13",NA,NA,"Aberdeenshire","Emergency Admissions  "," ","24482.76","18850.79",19800,17649
6,NA,"Aberdeenshire","Out of Work Benefits","2013/14",NA,NA,"Aberdeenshire","Out of Work Benefits  "," ","12.88","20.84",5.79,9.62
6,NA,"Aberdeenshire","Participation Rate","2016/17",NA,NA,"Aberdeenshire","Participation Rate  "," ","87.37","87.5",93.24,92.39
6,NA,"Angus","Attainment","2013/14",NA,NA,"Angus","Attainment  "," ","5.25","5.1",5.5,5.31
6,NA,"Angus","Child Poverty","2014/15",NA,NA,"Angus","Child Poverty  "," ","20.96","27.14",14.16,16.7
6,NA,"Angus","Crime Rate","2012/13",NA,NA,"Angus","Crime Rate  "," ","1523.78","1555.22",719,978
6,NA,"Angus","Depopulation","2012/13",NA,NA,"Angus","Depopulation  "," ","100","111",100,101.81
6,NA,"Angus","Early Mortality","2012/13",NA,NA,"Angus","Early Mortality  "," ","554","524.92",401,383
6,NA,"Angus","Emergency Admissions","2012/13",NA,NA,"Angus","Emergency Admissions  "," ","25925.93","25856.99",19852,22158
6,NA,"Angus","Out of Work Benefits","2013/14",NA,NA,"Angus","Out of Work Benefits  "," ","13.85","24.05",9.17,14.69
6,NA,"Angus","Participation Rate","2016/17",NA,NA,"Angus","Participation Rate  "," ","89.3","89.19",91.56,91.64
6,NA,"Argyll and Bute","Attainment","2013/14",NA,NA,"Argyll and Bute","Attainment  "," ","5.33","5.49",5.61,5.55
6,NA,"Argyll and Bute","Child Poverty","2014/15",NA,NA,"Argyll and Bute","Child Poverty  "," ","17.05","22.09",14.67,15.28
6,NA,"Argyll and Bute","Crime Rate","2012/13",NA,NA,"Argyll and Bute","Crime Rate  "," ","1548.87","1472.99",1719,1137
6,NA,"Argyll and Bute","Depopulation","2012/13",NA,NA,"Argyll and Bute","Depopulation  "," ","100","107.44",100,101.13
6,NA,"Argyll and Bute","Early Mortality","2012/13",NA,NA,"Argyll and Bute","Early Mortality  "," ","478","442.67",435,384
6,NA,"Argyll and Bute","Emergency Admissions","2012/13",NA,NA,"Argyll and Bute","Emergency Admissions  "," ","22803.35","23165.62",22307,21504
6,NA,"Argyll and Bute","Out of Work Benefits","2013/14",NA,NA,"Argyll and Bute","Out of Work Benefits  "," ","16.25","21.69",9.99,13.18
6,NA,"Argyll and Bute","Participation Rate","2016/17",NA,NA,"Argyll and Bute","Participation Rate  "," ","95.77","92.43",94.48,94.78
6,NA,"Clackmannanshire","Attainment","2013/14",NA,NA,"Clackmannanshire","Attainment  "," ","5.19","5.25",5.4,5.37
6,NA,"Clackmannanshire","Child Poverty","2014/15",NA,NA,"Clackmannanshire","Child Poverty  "," ","17.63","14.58",17.87,19.99
6,NA,"Clackmannanshire","Crime Rate","2012/13",NA,NA,"Clackmannanshire","Crime Rate  "," ","1191.98","1111.38",1163,1134
6,NA,"Clackmannanshire","Depopulation","2012/13",NA,NA,"Clackmannanshire","Depopulation  "," ","100","104.44",100,98.82
6,NA,"Clackmannanshire","Early Mortality","2012/13",NA,NA,"Clackmannanshire","Early Mortality  "," ","498","487.14",458,466
6,NA,"Clackmannanshire","Emergency Admissions","2012/13",NA,NA,"Clackmannanshire","Emergency Admissions  "," ","20000","25398.79",20978,23368
6,NA,"Clackmannanshire","Out of Work Benefits","2013/14",NA,NA,"Clackmannanshire","Out of Work Benefits  "," ","13.7","17.31",14.22,17.45
6,NA,"Clackmannanshire","Participation Rate","2016/17",NA,NA,"Clackmannanshire","Participation Rate  "," ","86.49","90.8",89.83,91.39
6,NA,"Dumfries and Galloway","Attainment","2013/14",NA,NA,"Dumfries and Galloway","Attainment  "," ","5.49","5.04",5.56,5.5
6,NA,"Dumfries and Galloway","Child Poverty","2014/15",NA,NA,"Dumfries and Galloway","Child Poverty  "," ","23.45","26.68",17.05,18.76
6,NA,"Dumfries and Galloway","Crime Rate","2012/13",NA,NA,"Dumfries and Galloway","Crime Rate  "," ","919.46","878.59",912,1388
6,NA,"Dumfries and Galloway","Depopulation","2012/13",NA,NA,"Dumfries and Galloway","Depopulation  "," ","100","105.12",100,103.76
6,NA,"Dumfries and Galloway","Early Mortality","2012/13",NA,NA,"Dumfries and Galloway","Early Mortality  "," ","491","398.33",406,405
6,NA,"Dumfries and Galloway","Emergency Admissions","2012/13",NA,NA,"Dumfries and Galloway","Emergency Admissions  "," ","21107.93","28307.27",21449,22523
6,NA,"Dumfries and Galloway","Out of Work Benefits","2013/14",NA,NA,"Dumfries and Galloway","Out of Work Benefits  "," ","18.7","23.43",10.97,15.91
6,NA,"Dumfries and Galloway","Participation Rate","2016/17",NA,NA,"Dumfries and Galloway","Participation Rate  "," ","87.05","94.44",91.49,94.18
6,NA,"Dundee City","Attainment","2013/14",NA,NA,"Dundee City","Attainment  "," ","4.83","4.66",5.35,5.18
6,NA,"Dundee City","Child Poverty","2014/15",NA,NA,"Dundee City","Child Poverty  "," ","22.63","21.9",17.72,18.32
6,NA,"Dundee City","Crime Rate","2012/13",NA,NA,"Dundee City","Crime Rate  "," ","1189.19","1300.09",17.72,1634
6,NA,"Dundee City","Depopulation","2012/13",NA,NA,"Dundee City","Depopulation  "," ","100","99.83",100,99.79
6,NA,"Dundee City","Early Mortality","2012/13",NA,NA,"Dundee City","Early Mortality  "," ","779","518.13",596,548
6,NA,"Dundee City","Emergency Admissions","2012/13",NA,NA,"Dundee City","Emergency Admissions  "," ","20231.21","29173.25",26055,29095
6,NA,"Dundee City","Out of Work Benefits","2013/14",NA,NA,"Dundee City","Out of Work Benefits  "," ","24.87","31.87",16.09,19.4
6,NA,"Dundee City","Participation Rate","2016/17",NA,NA,"Dundee City","Participation Rate  "," ","81.49","85.08",87.56,89.48
6,NA,"East Ayrshire","Attainment","2013/14",NA,NA,"East Ayrshire","Attainment  "," ","5.07","5.11",5.39,5.39
6,NA,"East Ayrshire","Child Poverty","2014/15",NA,NA,"East Ayrshire","Child Poverty  "," ","29.93","26.54",19.52,21
6,NA,"East Ayrshire","Crime Rate","2012/13",NA,NA,"East Ayrshire","Crime Rate  "," ","2111.86","1240.38",2132,1274
6,NA,"East Ayrshire","Depopulation","2012/13",NA,NA,"East Ayrshire","Depopulation  "," ","100","100.41",100,102.49
6,NA,"East Ayrshire","Early Mortality","2012/13",NA,NA,"East Ayrshire","Early Mortality  "," ","775","751.43",511,525
6,NA,"East Ayrshire","Emergency Admissions","2012/13",NA,NA,"East Ayrshire","Emergency Admissions  "," ","36710.96","35515.43",30637,27775
6,NA,"East Ayrshire","Out of Work Benefits","2013/14",NA,NA,"East Ayrshire","Out of Work Benefits  "," ","24.13","28.07",15.87,20.2
6,NA,"East Ayrshire","Participation Rate","2016/17",NA,NA,"East Ayrshire","Participation Rate  "," ","85.54","90.64",89.02,92.14
6,NA,"East Dunbartonshire","Attainment","2013/14",NA,NA,"East Dunbartonshire","Attainment  "," ","6","5.97",6,6.11
6,NA,"East Dunbartonshire","Child Poverty","2014/15",NA,NA,"East Dunbartonshire","Child Poverty  "," ","8.32","11.02",8.54,8.17
6,NA,"East Dunbartonshire","Crime Rate","2012/13",NA,NA,"East Dunbartonshire","Crime Rate  "," ","4855.86","1534",8.54,538
6,NA,"East Dunbartonshire","Depopulation","2012/13",NA,NA,"East Dunbartonshire","Depopulation  "," ","100","91.37",100,97.87
6,NA,"East Dunbartonshire","Early Mortality","2012/13",NA,NA,"East Dunbartonshire","Early Mortality  "," ","488","476.13",344,289
6,NA,"East Dunbartonshire","Emergency Admissions","2012/13",NA,NA,"East Dunbartonshire","Emergency Admissions  "," ","30237.83","24629.95",24567,21360
6,NA,"East Dunbartonshire","Out of Work Benefits","2013/14",NA,NA,"East Dunbartonshire","Out of Work Benefits  "," ","11.82","15.39",7.46,9.57
6,NA,"East Dunbartonshire","Participation Rate","2016/17",NA,NA,"East Dunbartonshire","Participation Rate  "," ","93.99","92.11",95.52,96.07
6,NA,"East Lothian","Attainment","2013/14",NA,NA,"East Lothian","Attainment  "," ","5.19","5.2",5.54,5.47
6,NA,"East Lothian","Child Poverty","2014/15",NA,NA,"East Lothian","Child Poverty  "," ","19.2","15.18",13.94,11.37
6,NA,"East Lothian","Crime Rate","2012/13",NA,NA,"East Lothian","Crime Rate  "," ","1337.67","774.77",846,1406
6,NA,"East Lothian","Depopulation","2012/13",NA,NA,"East Lothian","Depopulation  "," ","100","81.48",100,91.34
6,NA,"East Lothian","Early Mortality","2012/13",NA,NA,"East Lothian","Early Mortality  "," ","567","324.46",414,345
6,NA,"East Lothian","Emergency Admissions","2012/13",NA,NA,"East Lothian","Emergency Admissions  "," ","25252.53","21145.81",23511,19759
6,NA,"East Lothian","Out of Work Benefits","2013/14",NA,NA,"East Lothian","Out of Work Benefits  "," ","12.47","14.56",9.59,11.87
6,NA,"East Lothian","Participation Rate","2016/17",NA,NA,"East Lothian","Participation Rate  "," ","89.04","90.35",90.27,94.84
6,NA,"East Renfrewshire","Attainment","2013/14",NA,NA,"East Renfrewshire","Attainment  "," ","6","6.13",6.08,6.16
6,NA,"East Renfrewshire","Child Poverty","2014/15",NA,NA,"East Renfrewshire","Child Poverty  "," ","11.67","10.2",9.03,7.98
6,NA,"East Renfrewshire","Crime Rate","2012/13",NA,NA,"East Renfrewshire","Crime Rate  "," ","885.56","614.48",1174,587
6,NA,"East Renfrewshire","Depopulation","2012/13",NA,NA,"East Renfrewshire","Depopulation  "," ","100","95.63",100,94.62
6,NA,"East Renfrewshire","Early Mortality","2012/13",NA,NA,"East Renfrewshire","Early Mortality  "," ","395","352.57",347,298
6,NA,"East Renfrewshire","Emergency Admissions","2012/13",NA,NA,"East Renfrewshire","Emergency Admissions  "," ","27616.28","23260.17",24725,19931
6,NA,"East Renfrewshire","Out of Work Benefits","2013/14",NA,NA,"East Renfrewshire","Out of Work Benefits  "," ","9.77","10.81",7.21,8.62
6,NA,"East Renfrewshire","Participation Rate","2016/17",NA,NA,"East Renfrewshire","Participation Rate  "," ","96.49","97.2",96.12,96.74
6,NA,"Edinburgh, City of","Attainment","2013/14",NA,NA,"Edinburgh, City of","Attainment  "," ","4.61","4.91",5.56,5.68
6,NA,"Edinburgh, City of","Child Poverty","2014/15",NA,NA,"Edinburgh, City of","Child Poverty  "," ","24.39","25.35",10.69,12.21
6,NA,"Edinburgh, City of","Crime Rate","2012/13",NA,NA,"Edinburgh, City of","Crime Rate  "," ","2525.98","1300.3",1262,1170
6,NA,"Edinburgh, City of","Depopulation","2012/13",NA,NA,"Edinburgh, City of","Depopulation  "," ","100","90",100,94.4
6,NA,"Edinburgh, City of","Early Mortality","2012/13",NA,NA,"Edinburgh, City of","Early Mortality  "," ","892","889.94",470,400
6,NA,"Edinburgh, City of","Emergency Admissions","2012/13",NA,NA,"Edinburgh, City of","Emergency Admissions  "," ","34451.9","31072.88",25325,22315
6,NA,"Edinburgh, City of","Out of Work Benefits","2013/14",NA,NA,"Edinburgh, City of","Out of Work Benefits  "," ","31.55","30.37",9.87,10.49
6,NA,"Edinburgh, City of","Participation Rate","2016/17",NA,NA,"Edinburgh, City of","Participation Rate  "," ","79.67","88.26",90.28,93.18
6,NA,"Eilean Siar","Attainment","2013/14",NA,NA,"Eilean Siar","Attainment  "," ","5.51","5.58",5.7,5.45
6,NA,"Eilean Siar","Child Poverty","2014/15",NA,NA,"Eilean Siar","Child Poverty  "," ","8.41","11.46",11.42,13.79
6,NA,"Eilean Siar","Crime Rate","2012/13",NA,NA,"Eilean Siar","Crime Rate  "," ","117.77","462.06",132,772
6,NA,"Eilean Siar","Depopulation","2012/13",NA,NA,"Eilean Siar","Depopulation  "," ","100","104.47",100,105.7
6,NA,"Eilean Siar","Early Mortality","2012/13",NA,NA,"Eilean Siar","Early Mortality  "," ","552","385.56",478,424
6,NA,"Eilean Siar","Emergency Admissions","2012/13",NA,NA,"Eilean Siar","Emergency Admissions  "," ","30345.91","26138.64",24465,25346
6,NA,"Eilean Siar","Out of Work Benefits","2013/14",NA,NA,"Eilean Siar","Out of Work Benefits  "," ","7.49","7.76",9.65,11.01
6,NA,"Eilean Siar","Participation Rate","2016/17",NA,NA,"Eilean Siar","Participation Rate  "," ","95.33","97.41",95.87,97.39
6,NA,"Falkirk","Attainment","2013/14",NA,NA,"Falkirk","Attainment  "," ","5.03","5.11",5.47,5.5
6,NA,"Falkirk","Child Poverty","2014/15",NA,NA,"Falkirk","Child Poverty  "," ","20.66","26.32",17.19,18.1
6,NA,"Falkirk","Crime Rate","2012/13",NA,NA,"Falkirk","Crime Rate  "," ","1772.89","1517.1",1412,1151
6,NA,"Falkirk","Depopulation","2012/13",NA,NA,"Falkirk","Depopulation  "," ","100","105.98",100,100.29
6,NA,"Falkirk","Early Mortality","2012/13",NA,NA,"Falkirk","Early Mortality  "," ","538","590.71",461,470
6,NA,"Falkirk","Emergency Admissions","2012/13",NA,NA,"Falkirk","Emergency Admissions  "," ","30746.27","29726.78",24210,26352
6,NA,"Falkirk","Out of Work Benefits","2013/14",NA,NA,"Falkirk","Out of Work Benefits  "," ","15.8","21.29",12.58,15.59
6,NA,"Falkirk","Participation Rate","2016/17",NA,NA,"Falkirk","Participation Rate  "," ","86.67","92.86",89.79,91.16
6,NA,"Fife","Attainment","2013/14",NA,NA,"Fife","Attainment  "," ","4.82","4.85",5.41,5.41
6,NA,"Fife","Child Poverty","2014/15",NA,NA,"Fife","Child Poverty  "," ","31.31","28.83",17.59,17.75
6,NA,"Fife","Crime Rate","2012/13",NA,NA,"Fife","Crime Rate  "," ","1120.13","972.73",923,1192
6,NA,"Fife","Depopulation","2012/13",NA,NA,"Fife","Depopulation  "," ","100","101.7",100,99.43
6,NA,"Fife","Early Mortality","2012/13",NA,NA,"Fife","Early Mortality  "," ","503","653.39",446,431
6,NA,"Fife","Emergency Admissions","2012/13",NA,NA,"Fife","Emergency Admissions  "," ","33620.69","32058.24",22948,25995
6,NA,"Fife","Out of Work Benefits","2013/14",NA,NA,"Fife","Out of Work Benefits  "," ","25.29","33.01",12.64,16.32
6,NA,"Fife","Participation Rate","2016/17",NA,NA,"Fife","Participation Rate  "," ","73.06","81.76",88.84,91.43
6,NA,"Glasgow City","Attainment","2013/14",NA,NA,"Glasgow City","Attainment  "," ","4.8","5.3",5.25,5.43
6,NA,"Glasgow City","Child Poverty","2014/15",NA,NA,"Glasgow City","Child Poverty  "," ","24.02","33.32",22.4,25.49
6,NA,"Glasgow City","Crime Rate","2012/13",NA,NA,"Glasgow City","Crime Rate  "," ","6303.45","1366.65",3820,1480
6,NA,"Glasgow City","Depopulation","2012/13",NA,NA,"Glasgow City","Depopulation  "," ","100","91.91",100,96.11
